Date,AAPL US Equity - Price Earnings Ratio (P/E),AAPL US Equity - Enterprise Value/EBITDA,AAPL US Equity - Price to Sales Ratio,IBM US Equity - Price Earnings Ratio (P/E),IBM US Equity - Enterprise Value/EBITDA,IBM US Equity - Price to Sales Ratio,IBM US Equity - Price to Free Cash Flow,WMT US Equity - Price Earnings Ratio (P/E),WMT US Equity - Enterprise Value/EBITDA,WMT US Equity - Price to Sales Ratio,KO Equity (USD) - Price Earnings Ratio (P/E),KO Equity (USD) - Enterprise Value/EBITDA,KO Equity (USD) - Price to Sales Ratio
2/1/2001,8.3636,30.5508,1.0644,24.0401,13.5043,2.1337,51.4403,40,20.5658,1.3256,37.4038,26.0807,6.1002
1/1/2001,9.9159,30.209,0.7321,18.2447,10.6175,1.6193,39.0395,37.9464,19.5622,1.273,44.1827,30.6398,7.2057
12/1/2000,13.0522,27.381,0.6706,21.8357,12.4077,1.8222,56.2631,37.2768,19.2448,1.2506,44.8077,31.0601,7.3077
11/1/2000,34.6661,21.3464,0.7951,23.0033,13.0192,1.9196,59.2718,32.4107,16.9485,1.0873,54.2843,31.9331,8.5903
10/1/2000,28.9062,15.6307,1.0465,26.302,14.6381,2.1949,67.7714,34.8732,18.2876,1.1858,47.5806,28.0886,7.5295
9/1/2000,29.795,15.0721,2.6441,32.2498,16.6613,2.6088,61.1236,34.5109,18.1155,1.1734,38.9113,23.1303,6.1576
8/1/2000,27.0472,9.5824,2.2048,27.4213,14.5069,2.2182,51.972,40.0362,20.7334,1.3613,47.0965,27.5227,7.7871
7/1/2000,39.9469,7.1043,2.2726,26.7647,14.1999,2.1651,50.7277,43.3271,22.8181,1.4812,47.687,27.845,7.8847
6/1/2000,43.7303,8.511,1.8389,27.2609,11.7315,2.1277,52.5076,43.3271,22.7668,1.4812,48.8189,28.4978,8.0719
5/1/2000,40.5654,8.9252,2.716,28.3247,12.1366,2.2107,54.5565,41.6353,21.9561,1.4234,50.3676,31.3696,9.0065
4/1/2000,36.7167,6.1682,2.9732,30.0712,12.8015,2.347,57.9204,44.1406,23.6077,1.5245,50.046,31.1517,8.949
3/1/2000,36.385,7.0235,2.5526,26.4537,11.1332,2.0266,42.7309,38.0859,20.6245,1.3154,45.1287,28.1604,8.0697
2/1/2000,36.5205,8.8813,2.3105,28.8995,12.0488,2.214,46.6817,42.7734,22.9341,1.4772,45.625,28.6204,8.377
1/1/2000,29.8974,8.8079,2.2896,27.7731,11.6272,2.1277,44.8622,57.6042,32.6525,1.9926,46.6518,29.2511,8.5655
12/1/1999,23.6241,8.2367,2.2763,25.5361,10.7678,2.0467,50.0206,48.0208,27.5738,1.6611,47.8571,29.9915,8.7868
11/1/1999,22.8947,10.0872,1.8635,24.3437,10.3185,1.9511,47.6849,46.9271,26.9981,1.6233,47.0218,29.9666,9.0775
10/1/1999,19.5395,10.2365,1.4725,29.9805,12.4425,2.4029,58.7265,41.7215,24.2196,1.4359,45.344,28.97,8.7536
9/1/1999,16.25,12.7922,1.412,31.8548,13.5558,2.5203,68.9649,38.8706,22.7238,1.3378,38.6745,24.7792,7.4661
8/1/1999,16.5648,14.5679,1.2051,32.1425,13.6673,2.5431,69.5878,37.0614,21.7698,1.2755,43.7081,27.8735,8.3591
7/1/1999,17.2932,11.4713,1.0022,33.0535,14.0205,2.6152,71.5602,45.5189,24.1519,1.509,54.0268,34.4038,10.3326
6/1/1999,13.5103,24.3067,0.9593,30.9927,8.7199,2.4548,54.0328,40.2123,21.4468,1.3331,57.3825,36.5142,10.9744
5/1/1999,14.2674,23.9959,1.0015,27.9452,14.3856,2.2134,48.7198,43.3962,23.0632,1.4387,52.9561,33.3136,10.1116
4/1/1999,16.8801,24.1327,0.7824,23.6787,12.4438,1.8755,41.2815,46.5593,25.6008,1.4954,51.2669,32.2434,9.7891
3/1/1999,16.7777,6.6008,0.7675,24.3818,12.6708,1.8737,54.9772,43.4975,23.9995,1.3971,52.3226,32.9111,9.9907
2/1/1999,16.8981,7.6053,0.908,26.3209,13.5442,2.0227,59.3494,43.4343,23.9665,1.395,47.3276,30.4921,9.0109
1/1/1999,19.6429,7.6432,0.9025,26.4825,13.617,2.0352,59.7138,44.0205,24.2741,1.3783,44.6552,28.7907,8.502
12/1/1998,20.172,8.9166,0.709,25.3164,12.9523,1.8598,43.3226,40.7096,22.843,1.2746,45.9914,29.6745,8.7565
11/1/1998,30.576,5.6594,0.8241,22.7676,11.8184,1.6725,38.9608,37.3312,21.0761,1.1688,44.0141,28.348,8.2945
10/1/1998,33.9461,5.379,0.8463,19.7012,10.4542,1.4473,33.7136,31.3938,17.8023,0.961,39.8768,25.7669,7.5148
9/1/1998,28.125,5.5241,0.6756,17.8697,9.3697,1.3089,39.3952,33.9082,18.9718,1.038,42.9577,27.7459,8.0954
8/1/1998,332.8125,5.3291,0.7501,21.0231,10.7301,1.5399,46.3473,36.2789,20.1912,1.1106,42.1415,29.9927,7.7172
7/1/1998,342.1874,5.5875,0.6215,18.2167,9.5195,1.3343,40.1604,37.2701,20.645,1.1166,50.8272,36.1062,9.3078
6/1/1998,343.7499,5.8045,0.5395,18.8625,9.6846,1.3809,41.6266,33.8192,18.925,1.0132,50,35.5231,9.1563
5/1/1998,17.9167,4.5036,0.5547,18.6016,9.5727,1.3618,41.0509,31.0201,17.4934,0.9293,51.8939,36.5984,9.1399
4/1/1998,20.3704,4.0495,0.5572,16.6752,8.7464,1.2208,36.7997,32.5723,18.4192,0.9722,48.2008,34.0389,8.4894
3/1/1998,20.463,3.5902,0.4591,16.4884,8.4889,1.2485,46.5655,29.6877,16.9353,0.8861,42.2348,29.8668,7.4387
2/1/1998,23.6111,4.8112,0.3559,15.5905,8.1025,1.1805,44.0296,25.521,14.8207,0.7617,47.2868,34.0109,8.1495
1/1/1998,11.0188,4.9491,0.2551,16.518,8.5017,1.2508,46.6491,26.8282,15.9096,0.7891,44.8643,32.3007,7.732
12/1/1997,10.4949,4.6754,0.3157,17.8178,9.1229,1.3426,41.1978,27.2534,16.1774,0.8016,40.7946,29.4276,7.0306
11/1/1997,10.7659,6.6505,0.3029,16.0279,8.3508,1.2077,37.0592,23.8095,14.3873,0.7003,40.9,29.3051,6.9151
10/1/1997,10.9415,7.8976,0.3858,17.2483,8.8772,1.2997,39.881,25.7923,15.4318,0.757,40.4,29.0078,6.8306
9/1/1997,11.4504,5.9022,0.3499,16.9283,8.5783,1.2702,26.3714,25,15.0782,0.7337,40.7,29.2199,6.8813
8/1/1997,11.8162,7.6897,0.2815,17.6588,8.8889,1.325,27.5095,26.4085,15.8275,0.7751,39.0625,26.2862,6.7145
7/1/1997,9.7794,7.1025,0.2292,15.0706,7.7884,1.1308,23.4774,24.5018,14.5071,0.7198,36.6211,24.7272,6.2949
6/1/1997,9,9.8849,0.2517,14.9406,7.4438,1.1137,27.6026,21.6486,13.1081,0.636,38.2812,25.8245,6.5802
5/1/1997,8.2941,11.0236,0.2574,13.8611,6.9967,1.0333,25.6082,20.3804,12.435,0.5987,37.8601,24.9877,6.316
4/1/1997,10.3675,11.3342,0.2763,11.8532,6.1651,0.8836,21.8986,20.8022,12.6844,0.6094,33.5391,22.2451,5.5951
3/1/1997,10.5971,12.4882,0.229,12.5968,6.2641,0.9494,16.3097,19.6828,12.1006,0.5766,34.0535,22.578,5.6809
2/1/1997,10.1706,9.1452,0.2343,13.7469,6.7389,1.0361,17.7988,17.7239,11.1148,0.5192,34.0717,22.5565,5.6556
1/1/1997,14.3269,8.116,0.2941,13.2759,6.5445,1.0006,17.189,17.9134,11.2185,0.5138,31.8038,21.0606,5.2791
12/1/1996,16.6106,7.0946,0.3036,15.0276,7.1209,1.0943,19.9402,20.0787,12.3398,0.576,31.3291,20.7475,5.2003
11/1/1996,12.9567,5.9814,0.2894,12.1635,5.9886,0.8857,16.1398,20.8661,12.7463,0.5985,33.0786,21.8692,5.4298
10/1/1996,21.6692,5.8362,0.2792,11.7392,5.8208,0.8548,15.5768,21.2702,12.8199,0.6123,31.3865,20.7211,5.152
9/1/1996,20.1722,4.4087,0.2855,16.1369,6.3188,0.8148,17.0568,21.2702,12.8166,0.6123,30.131,19.9086,4.946
8/1/1996,46.4844,3.4016,0.259,15.1669,6.0222,0.7658,16.0315,19.3548,11.8601,0.5572,29.2045,18.6985,4.7509
7/1/1996,49.2188,3.5971,0.2472,13.9677,5.7541,0.7053,14.7639,20.9711,12.7509,0.6068,29.8295,19.1892,4.8526
6/1/1996,48.0469,5.4868,0.2961,14.0446,5.7265,0.7819,12.3972,21.3843,12.954,0.6188,28.9773,18.6534,4.714
5/1/1996,36.5234,5.9265,0.2762,14.1762,5.7686,0.7893,12.5133,19.7314,12.1231,0.5709,29.6274,18.8183,4.7468
4/1/1996,18.5315,5.2612,0.2784,14.6366,5.9863,0.8149,12.9198,19.1667,12.2026,0.564,27.9447,17.7722,4.4772
3/1/1996,19.4056,5.3603,0.2983,16.2226,6.1663,0.9244,11.2275,17.7083,11.4612,0.521,27.1034,17.3436,4.3424
2/1/1996,27.6224,5.0368,0.2996,14.3539,5.5798,0.8179,9.9342,16.9792,11.0905,0.4996,27.7778,17.4468,4.3864
1/1/1996,13.7107,5.8099,0.3457,12.0884,4.9418,0.6888,8.3663,17.9435,11.652,0.5645,26.5152,16.6724,4.187
12/1/1995,12.4092,5.8846,0.4241,14.91,5.44,0.7634,8.3711,19.3548,12.3787,0.6089,26.0101,16.5103,4.1072
11/1/1995,12.4697,5.4425,0.404,15.0064,5.4676,0.7683,8.4252,17.4395,11.4003,0.5487,26.9079,17.3923,4.2581
10/1/1995,12.3256,4.8629,0.4144,14.5821,5.4239,0.7466,8.187,20.122,12.6942,0.646,26.5132,17.1426,4.1956
9/1/1995,13.8372,4.008,0.4968,11.8536,5.1693,0.84,6.822,19.9187,12.5948,0.6394,25.5921,16.5869,4.0499
8/1/1995,13.8953,4.1164,0.5199,12.4842,5.3953,0.8847,7.185,21.6463,13.4912,0.6949,25.1366,16.6626,4.0574
7/1/1995,13.2794,4.2044,0.5365,11.0079,4.8662,0.7801,6.3353,22.2917,14.0415,0.7212,24.2486,16.0942,3.9141
6/1/1995,12.1247,4.426,0.4963,13.6662,5.3754,0.7836,5.7573,20.7292,13.222,0.6706,22.1995,14.8346,3.5833
5/1/1995,10.4215,6.3555,0.4567,13.905,5.4518,0.7973,5.8579,19.7917,12.7287,0.6403,22.8693,15.185,3.6695
4/1/1995,10.9785,6.4034,0.4209,12.0681,4.8641,0.692,5.0841,21.7161,13.7513,0.714,23.7216,15.7305,3.8062
3/1/1995,11.1575,6.0603,0.4963,14.3179,5.0292,0.6567,4.8261,20.1271,12.9101,0.6618,23.0824,15.3537,3.7037
2/1/1995,11.4558,7.73,0.5073,13.7233,4.8668,0.6295,4.6257,19.3856,12.4514,0.6374,24.9269,16.4881,3.9753
1/1/1995,22.2948,7.373,0.4869,13.985,4.9382,0.6415,4.7139,19.1441,11.0385,0.618,23.9035,15.8323,3.8121
12/1/1994,22.4347,6.2401,0.4812,18.8765,6.0088,0.6198,,20.9459,11.8724,0.6762,26.2427,17.3519,4.1851
11/1/1994,21.7351,5.9583,0.558,19.877,6.2445,0.6526,,21.1712,12.0494,0.6834,25.4545,16.617,3.962
10/1/1994,25.3759,6.059,0.4352,18.5763,5.9381,0.6099,,21.6435,12.072,0.7121,26.2879,17.1425,4.0917
9/1/1994,24.3421,5.7907,0.4824,28.6968,7.3954,0.6032,,22.8009,12.6099,0.7502,25.6061,16.7382,3.9856
8/1/1994,21.2406,6.1182,0.4491,25.9214,6.8999,0.5449,,23.1481,12.7754,0.7616,27.4525,17.6435,4.139
7/1/1994,19.6705,5.235,0.3629,24.6122,6.6662,0.5173,,23.0952,12.5155,0.777,27.3734,17.5947,4.1271
10/1/1992,19.9612,4.6812,0.4005,455.1076,8.6891,0.55,,22.381,12.185,0.753,27.2152,17.5484,4.1033
9/1/1992,19.186,4.8394,0.4108,486.7123,8.1893,0.502,,24.0476,12.9502,0.809,27.8523,17.6057,4.0764
8/1/1992,19.4853,5.8503,0.4553,532.3636,7.928,0.4769,,25.1214,13.6568,0.8714,26.4262,16.7417,3.8676
7/1/1992,17.0037,7.1578,0.5077,549.9218,10.3395,0.462,,27.5485,14.7931,0.9556,28.6074,18.0856,4.1869
1/1/1992,15.2574,5.8629,0.4555,14.8833,10.7574,0.4937,,25.7282,13.9396,0.8924,29.5296,18.6024,4.2675
12/1/1991,11.4078,5.6529,0.4068,15.2332,10.7574,0.4937,,25.641,16.036,0.8927,29.5296,18.6024,4.2675
11/1/1991,13.3495,4.3942,0.4681,16.1801,14.1238,0.4673,,29.359,18.0451,1.0221,29.1812,18.4648,4.2172
10/1/1991,16.5049,3.8519,0.4569,17.0653,16.829,0.399,,27.0513,16.7948,0.9418,28.2918,18.3587,4.1312
9/1/1991,13.9976,3.0669,0.3474,12.437,16.6238,0.3643,,26.3369,16.3498,0.9245,28.9146,18.7514,4.2222
8/1/1991,13.5697,2.838,0.4151,12.9987,18.6946,0.3968,,27.5401,17.0053,0.9667,28.8256,18.731,4.2092
7/1/1991,10.5134,,0.4346,12.4691,8.6125,0.386,,27.139,16.7998,0.9526,32.0896,20.8589,4.6075
6/1/1991,9.748,,0.6187,10.4826,9.1624,0.4283,,29.2479,18.0715,1.0398,31.25,20.3288,4.487
5/1/1991,8.1565,,0.9147,10.1739,9.3739,0.4526,,31.0585,19.0666,1.1042,29.8507,19.5218,4.2861
4/1/1991,7.6923,,0.8279,11.2481,9.9663,0.4172,,29.805,18.375,1.0596,34.6457,22.5955,4.9347
3/1/1991,,,0.8319,11.701,9.9663,0.4365,,36.5994,21.8548,1.3128,32.6772,21.3434,4.6543
2/1/1991,,,0.8921,11.5192,9.3996,0.4595,,37.464,22.329,1.3438,32.185,21.1672,4.5843
1/1/1991,,,1.0015,10.2696,9.8149,0.4352,,37.536,22.3582,1.3464,33.642,21.5044,4.7063
12/1/1990,,,1.0057,14.9697,10.0602,0.4257,,39.8754,24.0166,1.4113,31.893,20.4101,4.4616
11/1/1990,,,0.9888,13.8993,9.9817,0.5562,,40.109,24.1455,1.4196,33.0247,21.1386,4.6199
10/1/1990,,,0.9028,14.0146,6.2061,0.545,,37.9283,22.9446,1.3424,29.7747,18.3307,4.115
9/1/1990,,,0.776,14.2889,6.4794,0.658,,38.6438,22.9093,1.3859,28.5944,17.6194,3.9519
8/1/1990,,,0.8212,15.6389,6.7349,0.7089,,37.3366,22.1879,1.339,27.6824,17.1019,3.8258
7/1/1990,,,0.8345,16.4804,5.2855,0.7754,,36.5196,21.7341,1.3097,29.6171,18.6224,4.0387
6/1/1990,,,0.8569,17.1844,5.4706,0.801,,36.6894,21.6073,1.3338,27.0833,17.0752,3.6932
5/1/1990,,,1.0939,15.6091,5.2996,0.7598,,36.1775,21.3249,1.3152,24.5495,15.5393,3.3476
4/1/1990,,,1.1008,15.1974,4.8715,0.7598,,35.6655,21.0394,1.2965,27.1327,17.2816,3.6165
3/1/1990,,,1.0664,15.335,4.7551,0.6991,,38.4477,22.4519,1.3968,25,15.9698,3.3323
2/1/1990,,,1.2531,14.56,5.1511,0.7327,,38.9892,22.7499,1.4165,25.7109,16.4382,3.427
1/1/1990,,,1.202,13.8956,5.4215,0.759,,38.8989,22.6921,1.4132,25.674,16.4516,3.4199
12/1/1989,,,1.0489,9.92,5.3516,0.7506,,45.8171,26.8068,1.6665,23.8971,15.3482,3.1832
11/1/1989,,,0.9607,10.1867,4.8706,0.7671,,38.035,22.5149,1.3835,22.7941,14.6504,3.0363
10/1/1989,,,0.9749,11.1012,,0.8148,,35.9922,21.3855,1.3092,23.9018,,3.1235
9/1/1989,,,0.937,11.1986,,0.8594,,38.8211,22.8733,1.4429,23.1266,,3.0222
8/1/1989,,,1.0277,10.9954,,0.7934,,41.1585,24.1774,1.5298,20.4134,,2.6676
7/1/1989,,,0.8968,10.6966,,0.8292,,38.7195,22.7996,1.4392,22.6542,,3.0276
6/1/1989,,,0.8047,11.247,,0.7954,,36.5385,21.573,1.3894,24.3298,,3.2516
5/1/1989,,,0.9442,11.7087,,0.8475,,36.5385,21.573,1.3894,23.7936,,3.1799
4/1/1989,,,1.1049,11.1957,,0.8225,,34.6154,20.407,1.3163,25.8596,,3.3797
3/1/1989,,,1.3661,11.2345,,0.9094,,34.141,20.2837,1.3515,21.8481,,2.8554
2/1/1989,,,1.2104,12.0782,,1.0201,,31.1674,18.6047,1.2338,21.4183,,2.7992
1/1/1989,,,1.1734,11.2692,,1.0042,,29.0749,17.2712,1.151,20.7965,,2.7197
12/1/1988,,,0.9091,11.5144,,0.8953,,27.7523,16.8042,1.1306,20.3171,,2.657
11/1/1988,,,0.8236,11.9153,,0.9379,,27.6376,16.7395,1.1259,22.7876,,2.9801
10/1/1988,,,0.6891,11.2108,,0.8708,,24.656,15.0701,1.0045,23.0597,,3.0894
9/1/1988,,,0.6499,10.9456,,0.878,,26.0766,15.5958,1.0768,21.6045,,2.8945
8/1/1988,,,,12.3445,,0.8563,,27.2727,16.2658,1.1262,20,,2.6795
7/1/1988,,,,12.5163,,0.9372,,30.0239,17.8044,1.2398,21.1783,,2.7481
6/1/1988,,,,10.6921,,0.9876,,31.1875,18.2994,1.3002,21.656,,2.8101
5/1/1988,,,,10.7753,,1.0318,,28.1875,16.6228,1.1752,17.9538,,2.3297
4/1/1988,,,,10.2288,,0.9372,,24.8125,14.7343,1.0345,19.3792,,2.4151
3/1/1988,,,,12.8706,,0.9125,,24.8684,14.543,1.038,18.2047,,2.2688
2/1/1988,,,,12.3092,,0.919,,23.1579,13.5948,0.9666,17.198,,2.1433
1/1/1988,,,,12.6515,,0.8726,,22.4342,13.1901,0.9364,16.0774,,2.0446
12/1/1987,,,,14.0484,,0.8328,,,,,15.7407,,2.0018
11/1/1987,,,,15.5389,,0.8775,,,,,15.0253,,1.9108
10/1/1987,,,,19.1223,,0.9011,,,,,15.1661,,1.8856
9/1/1987,,,,22.0611,,0.982,,,,,15.0787,,1.8747
8/1/1987,,,,21.0948,,1.0682,,,,,15.2972,,1.9019
7/1/1987,,,,21.2914,,1.0488,,,,,14.4404,,1.7784
6/1/1987,,,,20.4861,,1.0203,,,,,13.8538,,1.7062
5/1/1987,,,,20.5021,,1.0264,,,,,14.0343,,1.7284
4/1/1987,,,,19.2217,,1.0685,,,,,14.3396,,1.7837
3/1/1987,,,,17.0609,,1.0217,,,,,14.3396,,1.7837
2/1/1987,,,,15.7461,,1.1521,,,,,14.434,,1.7954
1/1/1987,,,,14.676,,1.2386,,,,,15.3807,,1.8381
12/1/1986,,,,12.2776,,1.1556,,,,,15.4835,,1.8504
11/1/1986,,,,11.9396,,1.1482,,,,,15.6893,,1.875
10/1/1986,,,,12.9898,,1.1882,,,,,13.5531,,1.9022
9/1/1986,,,,12.5859,,1.118,,,,,15.1099,,2.1207
8/1/1986,,,,12.0189,,1.1031,,,,,17.7198,,2.487
7/1/1986,,,,13.2888,,1.244,,,,,19.3966,,2.6548
6/1/1986,,,,13.5895,,1.2614,,,,,18.2471,,2.4974
5/1/1986,,,,13.935,,1.1405,,,,,17.0498,,2.3336
4/1/1986,,,,13.5114,,1.1493,,,,,17.2189,,2.327
3/1/1986,,,,13.5061,,1.0911,,,,,17.1185,,2.3134
2/1/1986,,,,13.5621,,1.225,,,,,18.3735,,2.483
1/1/1986,,,,13.9201,,1.1716,,,,,18.5434,,2.4853
12/1/1985,,,,13.5379,,1.2041,,,,,17.6136,,2.3607
11/1/1985,,,,12.5813,,1.2057,,,,,15.5992,,2.0907
10/1/1985,,,,12.0001,,1.3336,,,,,18.3417,,1.9629
9/1/1985,,,,12.0226,,1.6411,,,,,18.4045,,1.9696
8/1/1985,,,,12.4736,,1.8672,,,,,17.0226,,1.8217
7/1/1985,,,,11.7497,,1.7854,,,,,20.254,,2.0601
6/1/1985,,,,11.8019,,1.8021,,,,,20.9225,,2.1281
5/1/1985,,,,11.6069,,1.8006,,,,,22.3708,,2.2754
4/1/1985,,,,11.6528,,1.802,,,,,21.7228,,2.1366
3/1/1985,,,,11.8841,,1.6895,,,,,20.8801,,2.0537
2/1/1985,,,,12.0948,,1.5935,,,,,19.7097,,1.9386
1/1/1985,,,,10.9196,,1.4707,,,,,18.6531,,1.7459
12/1/1984,,,,11.3124,,1.3708,,,,,16.2548,,1.5214
11/1/1984,,,,11.5795,,1.4504,,,,,16.376,,1.5327
10/1/1984,,,,11.5447,,1.4104,,,,,16.6834,,1.5497
9/1/1984,,,,12.0368,,1.5345,,,,,14.3537,,1.3333
8/1/1984,,,,10.7723,,1.5909,,,,,13.978,,1.2984
7/1/1984,,,,10.286,,1.5192,,,,,14.6472,,1.2948
6/1/1984,,,,10.9605,,1.6797,,,,,14.7751,,1.3061
5/1/1984,,,,11.5708,,1.7755,,,,,14.1871,,1.2541
4/1/1984,,,,11.5962,,1.8206,,,,,14.082,,1.2172
3/1/1984,,,,11.649,,1.7653,,,,,14.2116,,1.2284
2/1/1984,,,,12.0584,,1.7683,,,,,14.5228,,1.2553
1/1/1984,,,,12.8905,,1.7757,,,,,13.3403,,1.1454
12/1/1983,,,,13.2208,,1.8225,,,,,12.605,,1.0823
11/1/1983,,,,14.2768,,1.7271,,,,,13.104,,1.1251
10/1/1983,,,,14.2909,,1.605,,,,,13.3351,,1.1369
9/1/1983,,,,14.109,,1.5309,,,,,14.0086,,1.1943
8/1/1983,,,,14.2123,,1.5972,,,,,13.4968,,1.1506
7/1/1983,,,,14.1976,,1.6571,,,,,13.9989,,1.1901
6/1/1983,,,,13.8362,,1.5609,,,,,13.4615,,1.1445
5/1/1983,,,,14.5513,,1.6292,,,,,13.0373,,1.1084
4/1/1983,,,,12.6547,,1.6023,,,,,13.0641,,1.0819
3/1/1983,,,,12.7958,,1.6086,,,,,13.0344,,1.0794
2/1/1983,,,,12.7797,,1.7027,,,,,13.0344,,1.0794
1/1/1983,,,,12.4404,,1.7329,,,,,12.6524,,1.0355
12/1/1982,,,,12.2949,,1.5645,,,,,12.378,,1.0131
11/1/1982,,,,11.3532,,1.6005,,,,,13.0488,,1.068
10/1/1982,,,,10.4293,,1.6383,,,,,13.642,,1.1255
9/1/1982,,,,10.9494,,1.6334,,,,,12.8704,,1.0618
8/1/1982,,,,10.1923,,1.6736,,,,,12.5617,,1.0363
7/1/1982,,,,9.4157,,1.4978,,,,,12.9073,,1.0684
6/1/1982,,,,10.2877,,1.4302,,,,,11.5915,,0.9594
5/1/1982,,,,10.7477,,1.5092,,,,,12.5,,1.0346
4/1/1982,,,,9.9949,,1.5933,,,,,13.1997,,1.0943
3/1/1982,,,,10.4975,,1.5968,,,,,14.1539,,1.1734
2/1/1982,,,,10.7944,,1.5898,,,,,13.6132,,1.1286
1/1/1982,,,,9.6492,,1.6457,,,,,12.8222,,1.0744
12/1/1981,,,,8.8082,,1.7592,,,,,12.951,,1.0852
11/1/1981,,,,8.3233,,1.7652,,,,,13.4021,,1.123
10/1/1981,,,,8.7476,,1.9062,,,,,12.6598,,1.074
9/1/1981,,,,8.438,,1.9081,,,,,11.1893,,0.9493
8/1/1981,,,,8.5911,,1.8481,,,,,10.422,,0.8842
7/1/1981,,,,8.859,,1.8617,,,,,10.3892,,0.8361
6/1/1981,,,,9.0802,,1.8597,,,,,9.6636,,0.7777
5/1/1981,,,,9.0609,,1.7873,,,,,8.905,,0.7167
4/1/1981,,,,9.6405,,1.8797,,,,,8.6721,,0.6706
3/1/1981,,,,10.0605,,1.6347,,,,,9.248,,0.7151
2/1/1981,,,,10.0801,,1.6414,,,,,8.8753,,0.6863
1/1/1981,,,,10.6282,,1.6393,,,,,8.3564,,0.6201
